channel_id,source_distinction_id,target_carrier_id,fixed_target_distinction_id,fixed_target_available,fixed_decoder_id,fixed_success_probability,fixed_success_fraction,fixed_passes_high_recovery,fixed_exact_recoverable_support,bayes_best_target_distinction_id,bayes_best_success_probability,success_delta_fixed_minus_bayes_best,policy_comparison_status,claim_boundary
asym_A_erased_B_preserved,D_A,Y2,E_A,1,dec::asym_A_erased_B_preserved::D_A::E_A::bayes_optimal_decoder,0.5,1/2,0,0,E_A,0.5,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_erased_B_preserved,D_B,Y2,E_B,1,dec::asym_A_erased_B_preserved::D_B::E_B::bayes_optimal_decoder,1.0,1,1,1,E_B,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_erased_B_preserved,D_joint,Y2,E_joint,1,dec::asym_A_erased_B_preserved::D_joint::E_joint::bayes_optimal_decoder,0.5,1/2,0,0,E_B,0.5,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_erased_B_preserved,D_parity,Y2,E_parity,1,dec::asym_A_erased_B_preserved::D_parity::E_parity::bayes_optimal_decoder,0.5,1/2,0,0,E_A,0.5,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_erased_B_preserved,D_trivial,Y2,E_trivial,1,dec::asym_A_erased_B_preserved::D_trivial::E_trivial::bayes_optimal_decoder,1.0,1,1,1,E_A,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_noisy_B_preserved_p_0_25,D_A,Y2,E_A,1,dec::asym_A_noisy_B_preserved_p_0_25::D_A::E_A::bayes_optimal_decoder,0.75,3/4,0,0,E_A,0.75,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_noisy_B_preserved_p_0_25,D_B,Y2,E_B,1,dec::asym_A_noisy_B_preserved_p_0_25::D_B::E_B::bayes_optimal_decoder,1.0,1,1,1,E_B,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_noisy_B_preserved_p_0_25,D_joint,Y2,E_joint,1,dec::asym_A_noisy_B_preserved_p_0_25::D_joint::E_joint::bayes_optimal_decoder,0.75,3/4,0,0,E_joint,0.75,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_noisy_B_preserved_p_0_25,D_parity,Y2,E_parity,1,dec::asym_A_noisy_B_preserved_p_0_25::D_parity::E_parity::bayes_optimal_decoder,0.75,3/4,0,0,E_joint,0.75,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_noisy_B_preserved_p_0_25,D_trivial,Y2,E_trivial,1,dec::asym_A_noisy_B_preserved_p_0_25::D_trivial::E_trivial::bayes_optimal_decoder,1.0,1,1,1,E_A,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_preserved_B_noisy_p_0_25,D_A,Y2,E_A,1,dec::asym_A_preserved_B_noisy_p_0_25::D_A::E_A::bayes_optimal_decoder,1.0,1,1,1,E_A,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_preserved_B_noisy_p_0_25,D_B,Y2,E_B,1,dec::asym_A_preserved_B_noisy_p_0_25::D_B::E_B::bayes_optimal_decoder,0.75,3/4,0,0,E_B,0.75,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_preserved_B_noisy_p_0_25,D_joint,Y2,E_joint,1,dec::asym_A_preserved_B_noisy_p_0_25::D_joint::E_joint::bayes_optimal_decoder,0.75,3/4,0,0,E_joint,0.75,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_preserved_B_noisy_p_0_25,D_parity,Y2,E_parity,1,dec::asym_A_preserved_B_noisy_p_0_25::D_parity::E_parity::bayes_optimal_decoder,0.75,3/4,0,0,E_joint,0.75,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_preserved_B_noisy_p_0_25,D_trivial,Y2,E_trivial,1,dec::asym_A_preserved_B_noisy_p_0_25::D_trivial::E_trivial::bayes_optimal_decoder,1.0,1,1,1,E_A,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_B_erased_A_preserved,D_A,Y2,E_A,1,dec::asym_B_erased_A_preserved::D_A::E_A::bayes_optimal_decoder,1.0,1,1,1,E_A,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_B_erased_A_preserved,D_B,Y2,E_B,1,dec::asym_B_erased_A_preserved::D_B::E_B::bayes_optimal_decoder,0.5,1/2,0,0,E_A,0.5,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_B_erased_A_preserved,D_joint,Y2,E_joint,1,dec::asym_B_erased_A_preserved::D_joint::E_joint::bayes_optimal_decoder,0.5,1/2,0,0,E_A,0.5,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_B_erased_A_preserved,D_parity,Y2,E_parity,1,dec::asym_B_erased_A_preserved::D_parity::E_parity::bayes_optimal_decoder,0.5,1/2,0,0,E_A,0.5,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_B_erased_A_preserved,D_trivial,Y2,E_trivial,1,dec::asym_B_erased_A_preserved::D_trivial::E_trivial::bayes_optimal_decoder,1.0,1,1,1,E_A,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_00,D_A,Y2,E_A,1,dec::bit_flip_p_0_00::D_A::E_A::bayes_optimal_decoder,1.0,1,1,1,E_A,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_00,D_B,Y2,E_B,1,dec::bit_flip_p_0_00::D_B::E_B::bayes_optimal_decoder,1.0,1,1,1,E_B,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_00,D_joint,Y2,E_joint,1,dec::bit_flip_p_0_00::D_joint::E_joint::bayes_optimal_decoder,1.0,1,1,1,E_joint,1.0,0.0,fixed_target_available,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
