channel_id,source_carrier_id,target_carrier_id,channel_family,params_json,seed_policy,claim_boundary
identity_channel,X2,Y2,identity,{},deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
total_erasure_channel,X2,Y_star,total_erasure,{},deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
projection_A_channel,X2,Y_A,projection,"{""coordinate"":""A""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
projection_B_channel,X2,Y_B,projection,"{""coordinate"":""B""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_00,X2,Y2,independent_bit_flip,"{""p_A"":""0"",""p_B"":""0""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_05,X2,Y2,independent_bit_flip,"{""p_A"":""1/20"",""p_B"":""1/20""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_10,X2,Y2,independent_bit_flip,"{""p_A"":""1/10"",""p_B"":""1/10""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_25,X2,Y2,independent_bit_flip,"{""p_A"":""1/4"",""p_B"":""1/4""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
bit_flip_p_0_50,X2,Y2,independent_bit_flip,"{""p_A"":""1/2"",""p_B"":""1/2""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_preserved_B_noisy_p_0_25,X2,Y2,asymmetric_bit_noise,"{""p_A"":""0"",""p_B"":""1/4""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_noisy_B_preserved_p_0_25,X2,Y2,asymmetric_bit_noise,"{""p_A"":""1/4"",""p_B"":""0""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_A_erased_B_preserved,X2,Y2,asymmetric_bit_erasure,"{""erased_coordinate"":""A"",""preserved_coordinate"":""B""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
asym_B_erased_A_preserved,X2,Y2,asymmetric_bit_erasure,"{""erased_coordinate"":""B"",""preserved_coordinate"":""A""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
marginal_joint_degrade_q_0_10,X2,Y2,marginal_preserving_joint_degrading,"{""q_flip_exactly_one_bit"":""1/10""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
marginal_joint_degrade_q_0_20,X2,Y2,marginal_preserving_joint_degrading,"{""q_flip_exactly_one_bit"":""1/5""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
output_marginal_matched_uniform,X2,Y2,output_marginal_matched_channel,{},deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
random_channel_same_output_entropy_seed_17,X2,Y2,random_channel_same_output_entropy,"{""row_weights"":[""1/2"",""1/4"",""1/8"",""1/8""],""seed"":17}",fixed_seed_17,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
y2_identity_channel,Y2,Y2,identity,{},deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
y2_bit_flip_p_0_25,Y2,Y2,independent_bit_flip,"{""p_A"":""1/4"",""p_B"":""1/4""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
y2_marginal_joint_degrade_q_0_10,Y2,Y2,marginal_preserving_joint_degrading,"{""q_flip_exactly_one_bit"":""1/10""}",deterministic,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
comp_bitflip_0_10_then_0_25,X2,Y2,composition,"{""first_channel_id"":""bit_flip_p_0_10"",""second_channel_id"":""y2_bit_flip_p_0_25""}",deterministic_composition,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
comp_identity_then_marginal_degrade_0_10,X2,Y2,composition,"{""first_channel_id"":""identity_channel"",""second_channel_id"":""y2_marginal_joint_degrade_q_0_10""}",deterministic_composition,"finite stochastic channel probe; scope limited to declared channel, distinction, decoder, threshold, and formal-consumption measurements"
